plat_nomor,nomor_rangka,warna,model,tipe,tahun_dibuat,tanggal_masa_pajak,pkb,pkb_progresif,opsen_pkb,opsen_pkb_progresif,swdkllj,parkir_berlangganan,pengesahan_stnk,cetak_stnk,cetak_tnkb
M 7629 RP,14439,Biru,Yamaha Aerox 155,B3WX7D1D2,2023,21 Maret 2025,250000,0,165000,0,35000,0,0,100000,60000
W 5347 ET,61774,Silver,Kawasaki Ninja 250,EX250KJX4AI,2012,3 Desember 2025,225000,0,148500,0,35000,0,0,100000,60000
S 6719 CO,74028,Biru,Yamaha Freego,B7KFN3HK2,2012,6 Maret 2024,95000,0,62700,0,35000,0,0,100000,60000
AE 8886 BW,41983,Hitam,Honda Scoopy,JFB1ZVAYD4,2017,11 September 2025,175000,0,115500,0,35000,0,0,100000,60000
S 9057 ILE,66043,Biru,Yamaha Aerox 155,B3W9FDEBP,2012,31 Desember 2025,175000,0,115500,0,83000,0,0,100000,60000
S 7095 NYN,36413,Merah,Yamaha Aerox 155,B3WBVSH4F,2013,16 Juli 2024,95000,0,62700,0,83000,0,0,100000,60000
M 9122 LH,59927,Abu-Abu,Yamaha Mio M3,F3GODXMXM,2018,27 April 2025,225000,0,148500,0,35000,0,0,100000,60000
P 7189 JBW,65384,Silver,Suzuki GSX-R150,GX1507PT0IT,2011,30 Januari 2026,85000,0,56100,0,35000,0,0,100000,60000
M 6700 YH,83603,Orange,Honda Revo 110,HB56YAMLR,2011,11 April 2025,250000,0,165000,0,83000,0,0,100000,60000
P 4164 RI,96440,Hitam,Honda CB150R,CB150R9Q8OYD,2014,9 Juni 2024,135000,0,89100,0,83000,0,0,100000,60000
P 3069 TCW,62456,Putih,Yamaha Freego,B7K2TUBJS,2018,22 April 2024,95000,0,62700,0,35000,0,0,100000,60000
W 5887 ALW,45268,Kuning,Yamaha Mio M3,F3GAZ03SG,2020,30 Juli 2025,110000,0,72600,0,35000,0,0,100000,60000
N 9127 UQ,95645,Orange,Honda Revo 110,HB5Z3301Y,2019,9 Mei 2026,85000,0,56100,0,83000,0,0,100000,60000
AG 4677 MR,43608,Merah,Yamaha NMAX 155,SED37DT1WV,2014,14 November 2025,200000,0,132000,0,83000,0,0,100000,60000
P 6178 IX,27634,Abu-Abu,Yamaha R15,B74LBWMUM,2014,10 November 2024,175000,0,115500,0,35000,0,0,100000,60000
S 3868 LC,66915,Merah,Suzuki GSX-R150,GX150JZZCCA,2019,31 Maret 2025,110000,0,72600,0,83000,0,0,100000,60000
N 1903 OJ,32544,Kuning,Yamaha Mio M3,F3GFLHWDQ,2012,12 Juli 2024,85000,0,56100,0,83000,0,0,100000,60000
W 3286 XHZ,37074,Hijau,Yamaha Aerox 155,B3WKY9FTF,2015,22 Juni 2025,135000,0,89100,0,83000,0,0,100000,60000
P 4246 SSU,52966,Orange,Yamaha Vixion R,B4W6KRINW,2011,26 November 2024,225000,0,148500,0,35000,0,0,100000,60000
AE 5509 LJE,24251,Kuning,Honda CB150R,CB150RG4O69I,2015,14 Oktober 2025,124000,0,81840,0,83000,0,0,100000,60000
W 5364 EK,66285,Putih,Honda CB150R,CB150RKVYV8W,2012,2 Mei 2026,110000,0,72600,0,83000,0,0,100000,60000
AE 8431 GQ,96798,Orange,Honda Revo 110,HB5OL48F1,2012,22 Mei 2026,95000,0,62700,0,83000,0,0,100000,60000
AE 5679 JQZ,32571,Putih,Honda PCX 160,KF30UCQ07B,2010,22 April 2024,250000,0,165000,0,35000,0,0,100000,60000
M 2796 DR,95334,Merah,Honda Beat,JFW18N91J3,2024,24 Oktober 2025,110000,0,72600,0,83000,0,0,100000,60000
M 2781 CKF,86673,Putih,Suzuki GSX-R150,GX150RP891D,2017,7 Februari 2026,200000,0,132000,0,83000,0,0,100000,60000
P 4452 CP,77691,Putih,Kawasaki Ninja 250,EX2505GMQ0R,2013,19 Januari 2024,135000,0,89100,0,83000,0,0,100000,60000
L 5285 GHV,81248,Abu-Abu,Honda Beat,JFW12Z7EXP,2022,26 Februari 2026,250000,0,165000,0,35000,0,0,100000,60000
L 8080 NI,36452,Biru,Kawasaki Ninja 250,EX2507A4VXF,2024,22 Januari 2026,150000,0,99000,0,83000,0,0,100000,60000
AG 2950 LI,27404,Orange,Honda Revo 110,HB5YV8LNF,2019,27 Juli 2025,110000,0,72600,0,83000,0,0,100000,60000
N 1255 XQ,08757,Orange,Honda PCX 160,KF30PUG8LV,2020,5 September 2025,200000,0,132000,0,83000,0,0,100000,60000
N 9957 NP,38145,Abu-Abu,Yamaha Vixion R,B4W3X6ZLI,2022,15 Januari 2026,225000,0,148500,0,35000,0,0,100000,60000
L 6963 PLG,51656,Putih,Honda Scoopy,JFB1CNJHA6,2011,4 Desember 2025,225000,0,148500,0,35000,0,0,100000,60000
S 9646 IFA,69433,Putih,Kawasaki KLX 150,KLX150MTJ3H1,2014,26 Agustus 2025,85000,0,56100,0,35000,0,0,100000,60000
P 7626 GTD,31471,Abu-Abu,Honda CB150R,CB150RHRRWJ8,2022,21 Agustus 2024,250000,0,165000,0,83000,0,0,100000,60000
N 3498 GX,75699,Kuning,Yamaha R15,B74FAYMUG,2017,6 Februari 2026,150000,0,99000,0,35000,0,0,100000,60000
S 1099 RY,18495,Orange,Honda Scoopy,JFB1ZK1YPS,2011,24 September 2024,175000,0,115500,0,35000,0,0,100000,60000
AG 6405 WQ,49983,Hitam,Honda Vario 125,JFH13RE138,2015,29 Maret 2025,95000,0,62700,0,35000,0,0,100000,60000
S 3717 QRW,34464,Hijau,Yamaha NMAX 155,SED3GC8NKM,2015,31 Oktober 2024,110000,0,72600,0,35000,0,0,100000,60000
W 4200 EJ,77916,Kuning,Yamaha Mio M3,F3GB05ER5,2011,31 Agustus 2025,95000,0,62700,0,35000,0,0,100000,60000
W 8015 QBD,96186,Abu-Abu,Honda Revo 110,HB5Q6M3M1,2012,19 Agustus 2025,124000,0,81840,0,35000,0,0,100000,60000
M 8061 GZB,95859,Hijau,Yamaha Vixion R,B4W1YDO80,2020,15 Mei 2026,110000,0,72600,0,35000,0,0,100000,60000
P 5759 TAW,45523,Merah,Yamaha R15,B74K5298R,2016,22 Juni 2025,110000,0,72600,0,35000,0,0,100000,60000
AG 6450 MRP,10153,Biru,Yamaha R15,B74ECXK61,2023,26 Juli 2025,175000,0,115500,0,35000,0,0,100000,60000
L 9013 BE,25916,Putih,Kawasaki KLX 150,KLX150ZOVD4X,2024,19 Juni 2024,110000,0,72600,0,35000,0,0,100000,60000
AG 9574 FWG,95521,Hitam,Kawasaki Ninja 250,EX250OK7XOH,2023,10 Agustus 2025,95000,0,62700,0,83000,0,0,100000,60000
M 3931 AV,61445,Hitam,Honda PCX 160,KF30BO02I8,2016,31 Desember 2024,150000,0,99000,0,35000,0,0,100000,60000
AG 7747 ATJ,21230,Silver,Suzuki Satria F150,SF150RL00M2,2010,30 September 2024,135000,0,89100,0,35000,0,0,100000,60000
M 2363 BN,15596,Abu-Abu,Honda Vario 125,JFH1JC1OPH,2023,16 Februari 2025,135000,0,89100,0,35000,0,0,100000,60000
L 2933 IG,90828,Silver,Honda PCX 160,KF305ZVN3B,2010,12 November 2025,110000,0,72600,0,83000,0,0,100000,60000
AG 2394 XPH,28187,Abu-Abu,Honda Scoopy,JFB1L5SODY,2012,18 Juni 2025,110000,0,72600,0,35000,0,0,100000,60000
M 6291 HO,78634,Merah,Yamaha R15,B74Z4LH8F,2022,28 Oktober 2024,85000,0,56100,0,35000,0,0,100000,60000
N 5739 LNS,46771,Kuning,Suzuki GSX-R150,GX150NCCCR3,2017,25 Maret 2025,225000,0,148500,0,83000,0,0,100000,60000
N 7228 PPW,33108,Putih,Honda PCX 160,KF30YE5GC1,2018,25 Juli 2024,200000,0,132000,0,35000,0,0,100000,60000
P 1987 SK,17815,Biru,Honda Beat,JFW1GORW3P,2016,19 Juli 2025,250000,0,165000,0,83000,0,0,100000,60000
W 8227 TAX,73551,Silver,Honda Scoopy,JFB1W4ASFC,2013,1 Januari 2024,124000,0,81840,0,83000,0,0,100000,60000
L 2277 NZ,11001,Kuning,Yamaha Aerox 155,B3WTFZ4KW,2022,11 Agustus 2025,150000,0,99000,0,83000,0,0,100000,60000
S 7510 IXI,77868,Putih,Yamaha Vixion R,B4W5M3SIT,2018,18 Juli 2024,110000,0,72600,0,83000,0,0,100000,60000
L 7443 YS,89953,Orange,Yamaha Vixion R,B4WG9ZOVZ,2021,31 Maret 2026,225000,0,148500,0,35000,0,0,100000,60000
N 5301 XG,27812,Silver,Yamaha Vixion R,B4WZ2S523,2018,26 November 2024,124000,0,81840,0,83000,0,0,100000,60000
S 2344 PZQ,24943,Hitam,Kawasaki Ninja 250,EX250PAINWN,2018,31 Januari 2024,175000,0,115500,0,35000,0,0,100000,60000
AE 3637 OWM,11641,Abu-Abu,Kawasaki KLX 150,KLX150S7S3T6,2015,23 Juli 2024,200000,0,132000,0,35000,0,0,100000,60000
AE 3522 YP,97546,Orange,Yamaha Freego,B7KFA8RXQ,2018,7 Maret 2024,150000,0,99000,0,83000,0,0,100000,60000
N 3420 PFK,93033,Orange,Yamaha Mio M3,F3GW6QC3R,2019,1 Juli 2024,250000,0,165000,0,35000,0,0,100000,60000
W 3464 CC,78295,Biru,Honda Vario 125,JFH1NFOME7,2014,4 September 2024,85000,0,56100,0,83000,0,0,100000,60000
L 3921 LU,14848,Biru,Honda CB150R,CB150RRXICRF,2022,9 Januari 2026,200000,0,132000,0,83000,0,0,100000,60000
W 9754 VU,86670,Merah,Yamaha Mio M3,F3GTVVSR9,2024,13 Februari 2026,175000,0,115500,0,35000,0,0,100000,60000
P 8932 SN,44398,Silver,Honda PCX 160,KF30DK2OVX,2019,6 Maret 2025,250000,0,165000,0,35000,0,0,100000,60000
P 2916 UUA,64992,Hitam,Honda Beat,JFW1VB141R,2014,5 Desember 2024,110000,0,72600,0,35000,0,0,100000,60000
W 2638 GF,48828,Hijau,Suzuki GSX-R150,GX150N7KCVO,2022,20 September 2024,150000,0,99000,0,35000,0,0,100000,60000
M 1593 FZZ,37106,Putih,Honda Vario 125,JFH19WOK4H,2019,21 Juli 2024,150000,0,99000,0,35000,0,0,100000,60000
AG 9398 HL,39528,Silver,Honda Scoopy,JFB1YM13JG,2017,14 Januari 2024,110000,0,72600,0,35000,0,0,100000,60000
M 8349 DX,29768,Merah,Kawasaki KLX 150,KLX1501V4AVG,2023,13 Desember 2023,225000,0,148500,0,83000,0,0,100000,60000
AG 9318 WJ,42139,Putih,Honda Revo 110,HB5M0PM06,2011,23 Mei 2026,250000,0,165000,0,83000,0,0,100000,60000
N 4635 CML,21360,Silver,Yamaha Freego,B7K2INM9P,2022,23 Juni 2024,124000,0,81840,0,35000,0,0,100000,60000
W 5386 UPF,67098,Abu-Abu,Kawasaki KLX 150,KLX150C2V4JP,2011,22 Desember 2024,85000,0,56100,0,83000,0,0,100000,60000
W 5126 RYE,75047,Hijau,Honda Scoopy,JFB1FEC9JR,2017,15 Agustus 2024,250000,0,165000,0,35000,0,0,100000,60000
AE 1223 OYH,19147,Hijau,Yamaha NMAX 155,SED3C8N365,2022,18 Juni 2025,110000,0,72600,0,83000,0,0,100000,60000
L 7323 TQ,87904,Kuning,Yamaha Freego,B7KI6OU87,2020,27 Januari 2025,135000,0,89100,0,83000,0,0,100000,60000
S 4780 SI,43004,Orange,Yamaha Aerox 155,B3WYOGE6C,2021,20 Maret 2024,85000,0,56100,0,35000,0,0,100000,60000
AG 1278 UUE,29639,Merah,Honda Revo 110,HB51P0Y4Y,2024,12 Maret 2025,225000,0,148500,0,35000,0,0,100000,60000
AE 7815 UJC,52395,Biru,Kawasaki KLX 150,KLX150S38YR1,2018,8 Februari 2024,110000,0,72600,0,83000,0,0,100000,60000
P 7025 WYA,82013,Hitam,Honda Beat,JFW1FVNTPK,2011,15 April 2025,135000,0,89100,0,35000,0,0,100000,60000
L 2888 AE,56521,Hijau,Honda Vario 125,JFH123XXZD,2023,24 Januari 2026,200000,0,132000,0,35000,0,0,100000,60000
S 2529 NT,86719,Hijau,Yamaha Vixion R,B4W49GS5Z,2013,17 April 2026,110000,0,72600,0,35000,0,0,100000,60000
N 2162 ZRY,09452,Hitam,Yamaha Mio M3,F3GC1JUSU,2015,29 Desember 2025,124000,0,81840,0,35000,0,0,100000,60000
P 9420 KPC,56657,Putih,Kawasaki Ninja 250,EX25064ED16,2011,27 Desember 2025,250000,0,165000,0,83000,0,0,100000,60000
N 7701 JFK,44283,Silver,Yamaha R15,B74J0MPY5,2012,27 Maret 2025,200000,0,132000,0,35000,0,0,100000,60000
AG 6132 LR,90055,Hijau,Yamaha Freego,B7KP79YIO,2011,17 Februari 2024,150000,0,99000,0,83000,0,0,100000,60000
AE 1911 NFE,63159,Hitam,Honda PCX 160,KF309T81E6,2019,23 Maret 2026,85000,0,56100,0,35000,0,0,100000,60000
L 7564 OL,12640,Hitam,Yamaha Aerox 155,B3W1HTRFW,2022,23 April 2024,135000,0,89100,0,35000,0,0,100000,60000
N 5211 WA,75070,Merah,Honda Scoopy,JFB1XC989Y,2014,18 Maret 2026,95000,0,62700,0,83000,0,0,100000,60000
AE 3992 RK,83538,Silver,Honda PCX 160,KF30AE112Y,2010,9 Maret 2025,225000,0,148500,0,35000,0,0,100000,60000
AE 3937 RYG,93195,Kuning,Yamaha Vixion R,B4WNILMWR,2020,12 November 2025,250000,0,165000,0,83000,0,0,100000,60000
S 3605 NL,81962,Hijau,Honda CB150R,CB150R8KD5PM,2023,11 April 2025,200000,0,132000,0,83000,0,0,100000,60000
S 7762 WT,19237,Hitam,Honda Vario 125,JFH1PYCK5O,2024,19 November 2025,200000,0,132000,0,83000,0,0,100000,60000
L 4030 GX,23300,Biru,Yamaha Mio M3,F3G0WF2X1,2011,2 Juni 2025,135000,0,89100,0,83000,0,0,100000,60000
M 6312 ELY,45949,Merah,Honda Beat,JFW1YUS90U,2022,16 Mei 2025,175000,0,115500,0,35000,0,0,100000,60000
L 9753 IV,96703,Merah,Yamaha Aerox 155,B3WC3XYAB,2012,10 Mei 2026,110000,0,72600,0,83000,0,0,100000,60000
L 8141 SAW,94033,Biru,Kawasaki Ninja 250,EX250S4ZOSA,2011,18 Juni 2024,200000,0,132000,0,83000,0,0,100000,60000
M 9260 LK,43216,Orange,Honda Scoopy,JFB1FRNMU9,2020,26 Agustus 2025,124000,0,81840,0,83000,0,0,100000,60000
W 2866 PI,20260,Putih,Honda Revo 110,HB5L9MT2S,2022,24 April 2025,225000,0,148500,0,83000,0,0,100000,60000
M 8816 TN,97437,Abu-Abu,Honda Beat,JFW1YMHUI9,2012,30 Oktober 2024,225000,0,148500,0,35000,0,0,100000,60000
L 1428 FNU,05627,Hitam,Suzuki GSX-R150,GX150O8W9H6,2011,6 Januari 2024,124000,0,81840,0,35000,0,0,100000,60000
L 7543 RI,74068,Merah,Yamaha Mio M3,F3G58UFKG,2014,20 Maret 2025,95000,0,62700,0,83000,0,0,100000,60000
AG 2957 CXE,53553,Hitam,Kawasaki Ninja 250,EX2500D87WV,2012,2 April 2024,124000,0,81840,0,83000,0,0,100000,60000
P 2145 ZS,62367,Silver,Honda CB150R,CB150R08DU86,2012,22 September 2024,85000,0,56100,0,35000,0,0,100000,60000
M 5664 CNL,32626,Biru,Honda Vario 125,JFH1VOW825,2019,21 Januari 2024,135000,0,89100,0,35000,0,0,100000,60000
L 5606 KF,28407,Orange,Honda PCX 160,KF30O7CW9C,2021,2 Desember 2024,124000,0,81840,0,35000,0,0,100000,60000
P 8628 KCY,53161,Abu-Abu,Suzuki Satria F150,SF150EDA7CN,2014,20 Juli 2024,225000,0,148500,0,83000,0,0,100000,60000
AE 2970 LE,74267,Biru,Suzuki Satria F150,SF1509J8OF7,2024,17 Desember 2024,124000,0,81840,0,83000,0,0,100000,60000
N 3747 SGN,04479,Abu-Abu,Suzuki Satria F150,SF15095M07U,2014,19 September 2024,250000,0,165000,0,83000,0,0,100000,60000
W 8421 HYT,24559,Merah,Kawasaki KLX 150,KLX150PAC7W4,2024,1 April 2025,85000,0,56100,0,83000,0,0,100000,60000
L 8519 YC,61939,Silver,Honda CB150R,CB150R3AF7YY,2016,27 Desember 2023,110000,0,72600,0,35000,0,0,100000,60000
P 9478 MKS,37022,Silver,Honda Scoopy,JFB1XS7PMA,2016,5 September 2024,124000,0,81840,0,35000,0,0,100000,60000
M 9146 YY,60751,Orange,Kawasaki Ninja 250,EX2500UB26T,2022,19 Oktober 2025,250000,0,165000,0,83000,0,0,100000,60000
S 8854 ISK,22978,Orange,Honda Vario 125,JFH1ZTZR4V,2016,14 Januari 2024,85000,0,56100,0,83000,0,0,100000,60000
AE 3287 BNQ,68304,Putih,Yamaha Mio M3,F3GIU3XX9,2018,23 Februari 2024,135000,0,89100,0,35000,0,0,100000,60000
AG 1728 LJ,88598,Putih,Kawasaki Ninja 250,EX250H06QP8,2010,31 Mei 2025,225000,0,148500,0,35000,0,0,100000,60000
S 1659 LZH,02459,Hijau,Honda CB150R,CB150RC00UH6,2015,28 Februari 2024,135000,0,89100,0,35000,0,0,100000,60000
AE 4476 PY,96163,Kuning,Honda Beat,JFW1PLILM8,2021,16 Agustus 2025,250000,0,165000,0,83000,0,0,100000,60000
W 8605 IL,58993,Merah,Yamaha Aerox 155,B3W3H228M,2011,14 November 2025,150000,0,99000,0,83000,0,0,100000,60000
M 9870 BLU,39066,Hitam,Honda PCX 160,KF309H4NW4,2018,8 Mei 2024,124000,0,81840,0,35000,0,0,100000,60000
W 2792 WA,97826,Abu-Abu,Suzuki Satria F150,SF150XWKOM2,2017,2 Mei 2025,225000,0,148500,0,83000,0,0,100000,60000
W 5620 VTS,44354,Silver,Yamaha Vixion R,B4WRRC33I,2017,18 Maret 2025,250000,0,165000,0,83000,0,0,100000,60000
S 4270 TC,43482,Kuning,Yamaha R15,B743H34J4,2023,13 Maret 2024,124000,0,81840,0,35000,0,0,100000,60000
AE 4559 OVC,65796,Kuning,Kawasaki Ninja 250,EX250W59BYB,2015,25 Maret 2025,85000,0,56100,0,83000,0,0,100000,60000
AE 3013 WMX,06670,Putih,Yamaha Vixion R,B4WV14CTR,2019,15 Desember 2025,200000,0,132000,0,83000,0,0,100000,60000
W 7577 GWN,85321,Kuning,Kawasaki Ninja 250,EX2501N50ZA,2024,27 Agustus 2024,225000,0,148500,0,83000,0,0,100000,60000
AE 3740 NZ,27751,Biru,Yamaha Vixion R,B4WDVKQSZ,2010,21 Mei 2025,150000,0,99000,0,83000,0,0,100000,60000
N 7201 FQ,29086,Putih,Honda Scoopy,JFB1QVYDWP,2012,27 Oktober 2024,135000,0,89100,0,35000,0,0,100000,60000
AG 1296 RK,56484,Merah,Suzuki GSX-R150,GX150LQHUM5,2015,29 April 2024,200000,0,132000,0,83000,0,0,100000,60000
M 1175 TIC,48844,Hijau,Honda Scoopy,JFB1MQTPUI,2010,20 Maret 2026,225000,0,148500,0,35000,0,0,100000,60000
N 1286 NP,23781,Merah,Yamaha Vixion R,B4WS667A0,2011,26 April 2024,135000,0,89100,0,83000,0,0,100000,60000
P 6101 TU,63625,Silver,Yamaha NMAX 155,SED31BJHVE,2020,30 November 2024,135000,0,89100,0,35000,0,0,100000,60000
N 9353 GTM,95097,Merah,Kawasaki Ninja 250,EX250E0WBT5,2011,21 Februari 2025,175000,0,115500,0,35000,0,0,100000,60000
N 5554 ZJ,44996,Hijau,Honda Beat,JFW1LC8FQ6,2012,13 Februari 2025,250000,0,165000,0,35000,0,0,100000,60000
S 4658 TG,18798,Hitam,Kawasaki KLX 150,KLX1500GP5TV,2020,25 Mei 2026,225000,0,148500,0,83000,0,0,100000,60000
S 9409 ODR,38518,Hitam,Honda Revo 110,HB5YGUJ7F,2013,8 Mei 2024,150000,0,99000,0,35000,0,0,100000,60000
P 2767 HVR,39957,Hijau,Honda Revo 110,HB5QS2HK4,2016,28 November 2024,85000,0,56100,0,83000,0,0,100000,60000
P 5028 SE,14032,Hijau,Honda Scoopy,JFB1MXDPOK,2012,11 Maret 2026,85000,0,56100,0,35000,0,0,100000,60000
AG 7725 BGW,65330,Kuning,Kawasaki KLX 150,KLX150W5ONT8,2016,5 April 2024,175000,0,115500,0,35000,0,0,100000,60000
P 2257 OA,41661,Merah,Honda PCX 160,KF308O4SNA,2024,10 Februari 2025,124000,0,81840,0,83000,0,0,100000,60000
M 2735 RSR,30449,Putih,Suzuki GSX-R150,GX150A7I28U,2022,26 April 2026,200000,0,132000,0,35000,0,0,100000,60000
M 2016 GA,48503,Hijau,Yamaha Vixion R,B4W3RLN6N,2016,12 Januari 2025,135000,0,89100,0,35000,0,0,100000,60000
AG 6887 ATQ,68467,Putih,Yamaha Freego,B7KWQ797T,2022,25 Mei 2025,85000,0,56100,0,83000,0,0,100000,60000
L 1204 KFU,62231,Hijau,Honda Revo 110,HB5384S4M,2016,14 Mei 2026,95000,0,62700,0,83000,0,0,100000,60000
AG 8043 YC,27268,Biru,Honda Revo 110,HB58W7NBV,2012,26 Maret 2025,110000,0,72600,0,83000,0,0,100000,60000
AG 2084 SDV,34095,Silver,Suzuki GSX-R150,GX150YMBOBN,2012,16 Februari 2024,200000,0,132000,0,35000,0,0,100000,60000
L 1852 UU,89473,Biru,Suzuki GSX-R150,GX150FS4ADX,2022,9 Januari 2025,85000,0,56100,0,35000,0,0,100000,60000
L 7705 XK,64980,Abu-Abu,Kawasaki KLX 150,KLX150M15CE6,2011,25 Desember 2024,225000,0,148500,0,83000,0,0,100000,60000
N 1773 FQN,77852,Kuning,Honda Beat,JFW1TT81F9,2015,7 Oktober 2025,175000,0,115500,0,35000,0,0,100000,60000
M 3797 OG,78667,Orange,Kawasaki KLX 150,KLX150HA459Q,2023,17 November 2024,200000,0,132000,0,83000,0,0,100000,60000
S 5271 FFJ,05185,Merah,Honda CB150R,CB150R8VFDP0,2018,26 Februari 2024,175000,0,115500,0,83000,0,0,100000,60000
N 8289 UUH,88012,Hitam,Yamaha Mio M3,F3GJWFXW4,2018,13 Juli 2024,200000,0,132000,0,35000,0,0,100000,60000
L 6548 MQ,55963,Kuning,Yamaha Freego,B7KFKL7NZ,2024,27 Maret 2025,175000,0,115500,0,83000,0,0,100000,60000
L 4481 SY,55580,Abu-Abu,Honda PCX 160,KF301ZUYVH,2014,27 Februari 2024,250000,0,165000,0,35000,0,0,100000,60000
N 1687 LI,31317,Orange,Yamaha NMAX 155,SED3QZ4CL8,2019,9 Juli 2025,124000,0,81840,0,83000,0,0,100000,60000
L 4194 DKT,45196,Silver,Honda Scoopy,JFB12JUQZ8,2017,6 Januari 2025,250000,0,165000,0,35000,0,0,100000,60000
N 6407 EBX,78631,Hitam,Honda CB150R,CB150RTI0BU2,2012,18 November 2024,124000,0,81840,0,83000,0,0,100000,60000
N 5083 YVL,70254,Hitam,Kawasaki KLX 150,KLX150W6PML4,2015,8 November 2025,110000,0,72600,0,83000,0,0,100000,60000
S 1159 XGV,14710,Orange,Yamaha R15,B74U86I0D,2015,30 September 2024,124000,0,81840,0,83000,0,0,100000,60000
N 7960 IQ,33865,Kuning,Yamaha Vixion R,B4W5DVQYW,2023,9 Januari 2025,200000,0,132000,0,83000,0,0,100000,60000
L 3832 HWB,92107,Orange,Yamaha Mio M3,F3GSAIR8D,2018,17 April 2026,200000,0,132000,0,83000,0,0,100000,60000
AE 2262 VBK,71937,Abu-Abu,Honda Vario 125,JFH19RT3UN,2015,21 September 2024,110000,0,72600,0,35000,0,0,100000,60000
S 3794 MEV,60544,Abu-Abu,Yamaha Freego,B7KY1NUVL,2019,2 Januari 2025,110000,0,72600,0,35000,0,0,100000,60000
M 5802 XC,19923,Merah,Honda PCX 160,KF30DRP63R,2023,8 September 2025,110000,0,72600,0,35000,0,0,100000,60000
N 2554 GXD,56926,Orange,Yamaha Vixion R,B4WT3QAXX,2023,20 Desember 2023,175000,0,115500,0,35000,0,0,100000,60000
L 3312 LC,53981,Hijau,Yamaha NMAX 155,SED3BMX2ZF,2019,22 Februari 2025,124000,0,81840,0,83000,0,0,100000,60000
W 1609 HCG,93560,Merah,Honda Scoopy,JFB1E2UV3J,2016,26 Agustus 2025,135000,0,89100,0,35000,0,0,100000,60000
W 2452 RFG,40551,Putih,Honda PCX 160,KF30RSRTI3,2013,30 November 2025,135000,0,89100,0,83000,0,0,100000,60000
N 2741 FD,54649,Orange,Yamaha Vixion R,B4WONZETW,2011,11 Desember 2024,124000,0,81840,0,35000,0,0,100000,60000
L 2670 SR,76858,Putih,Honda Scoopy,JFB16AFDSS,2016,15 Januari 2026,250000,0,165000,0,83000,0,0,100000,60000
L 5125 GKU,07986,Putih,Yamaha NMAX 155,SED3DEP6VU,2016,6 Januari 2025,175000,0,115500,0,83000,0,0,100000,60000
AG 1906 KDI,31896,Biru,Honda Vario 125,JFH1JUSOTD,2024,1 April 2025,250000,0,165000,0,83000,0,0,100000,60000
N 9022 VUN,02917,Hijau,Yamaha R15,B74M4U5R1,2020,26 April 2026,175000,0,115500,0,35000,0,0,100000,60000
W 7706 NZI,44348,Orange,Honda PCX 160,KF30QHVFOB,2012,9 Maret 2024,225000,0,148500,0,83000,0,0,100000,60000
AG 9758 KV,99388,Kuning,Suzuki Satria F150,SF150I89RET,2019,28 Mei 2025,225000,0,148500,0,35000,0,0,100000,60000
S 6695 PZ,05593,Merah,Honda Beat,JFW1MMDXUY,2012,16 Desember 2024,95000,0,62700,0,83000,0,0,100000,60000
M 6581 NX,19555,Hitam,Honda CB150R,CB150RS60J0D,2019,24 Maret 2025,250000,0,165000,0,35000,0,0,100000,60000
S 7444 IH,80275,Hitam,Yamaha Aerox 155,B3W4H4GB3,2018,1 Juni 2024,225000,0,148500,0,83000,0,0,100000,60000
N 4308 KRY,43641,Orange,Honda CB150R,CB150RYXH2NV,2010,16 Desember 2023,85000,0,56100,0,83000,0,0,100000,60000
W 7663 OSB,49614,Orange,Yamaha NMAX 155,SED3WWDQ7I,2016,8 Mei 2025,250000,0,165000,0,35000,0,0,100000,60000
M 9079 SHE,79151,Kuning,Honda Vario 125,JFH1IPVNWZ,2014,21 Maret 2026,95000,0,62700,0,83000,0,0,100000,60000
AG 2734 FJV,85892,Merah,Honda Revo 110,HB5A65I5F,2014,7 Februari 2025,124000,0,81840,0,35000,0,0,100000,60000
S 3961 EQ,63621,Orange,Yamaha Aerox 155,B3W14QKS4,2016,29 September 2025,110000,0,72600,0,83000,0,0,100000,60000
M 5442 FU,44590,Orange,Yamaha NMAX 155,SED3Z53RZ6,2019,28 Desember 2025,250000,0,165000,0,35000,0,0,100000,60000
L 8653 BUS,07955,Hijau,Kawasaki KLX 150,KLX150AO6CV8,2018,2 Mei 2025,124000,0,81840,0,35000,0,0,100000,60000
W 2774 TYH,33762,Merah,Kawasaki KLX 150,KLX150Y738UP,2021,4 April 2024,225000,0,148500,0,35000,0,0,100000,60000
W 7670 NM,32094,Hijau,Suzuki Satria F150,SF150HMT1QE,2017,20 Juli 2025,150000,0,99000,0,35000,0,0,100000,60000
S 6252 XOZ,62133,Kuning,Kawasaki KLX 150,KLX150X143RO,2024,17 Januari 2024,135000,0,89100,0,35000,0,0,100000,60000
N 1654 HU,66129,Putih,Honda Vario 125,JFH1ZE6B89,2023,7 Mei 2025,200000,0,132000,0,83000,0,0,100000,60000
AG 3494 OLU,19043,Putih,Honda Beat,JFW1DXUUD8,2018,10 Januari 2026,135000,0,89100,0,35000,0,0,100000,60000
AG 4025 HIB,65166,Kuning,Yamaha Freego,B7KUFD6FB,2023,19 November 2024,250000,0,165000,0,35000,0,0,100000,60000
M 8807 VKX,04097,Merah,Honda CB150R,CB150RM1TZ2Q,2021,31 Mei 2025,110000,0,72600,0,83000,0,0,100000,60000
